source,prediction,detector,native,model,id
AI,Human,Sapling,NA,GPT3,918
AI,AI,Quil,NA,GPT4,451
AI,Human,ZeroGPT,NA,GPT4,386
AI,Human,OriginalityAI,NA,GPT4,667
Human,Human,Crossplag,Yes,Human,44
AI,Human,Sapling,NA,GPT4,716
Human,Human,Crossplag,Yes,Human,438
AI,Human,GPTZero,NA,GPT4,170
AI,AI,HFOpenAI,NA,GPT4,528
Human,AI,Crossplag,Yes,Human,183
Human,Human,HFOpenAI,Yes,Human,816
Human,Human,Crossplag,Yes,Human,763
AI,AI,HFOpenAI,NA,GPT3,596
Human,Human,OriginalityAI,Yes,Human,421
AI,AI,Quil,NA,GPT4,171
Human,Human,GPTZero,Yes,Human,240
AI,Human,ZeroGPT,NA,GPT4,198
AI,AI,OriginalityAI,NA,GPT3,7
Human,AI,GPTZero,No,Human,343
Human,Human,Crossplag,Yes,Human,807
AI,AI,OriginalityAI,NA,GPT4,477
AI,Human,GPTZero,NA,GPT4,287
Human,Human,ZeroGPT,Yes,Human,456
AI,Human,Sapling,NA,GPT3,66
Human,AI,OriginalityAI,No,Human,293
AI,AI,OriginalityAI,NA,GPT4,646
AI,Human,Crossplag,NA,GPT3,731
AI,AI,Sapling,NA,GPT4,715
Human,Human,OriginalityAI,Yes,Human,112
AI,AI,HFOpenAI,NA,GPT4,187
AI,Human,GPTZero,NA,GPT3,25
AI,Human,Sapling,NA,GPT4,914
AI,AI,OriginalityAI,NA,GPT3,567
Human,Human,GPTZero,Yes,Human,831
AI,Human,GPTZero,NA,GPT4,713
AI,Human,Crossplag,NA,GPT4,340
Human,Human,Quil,Yes,Human,337
AI,Human,Crossplag,NA,GPT4,109
Human,Human,HFOpenAI,No,Human,543
Human,Human,ZeroGPT,Yes,Human,871
AI,Human,Crossplag,NA,GPT4,609
Human,Human,ZeroGPT,Yes,Human,873
AI,Human,GPTZero,NA,GPT4,501
AI,Human,ZeroGPT,NA,GPT4,702
Human,Human,Sapling,Yes,Human,115
AI,Human,Quil,NA,GPT4,168
Human,AI,OriginalityAI,No,Human,525
AI,Human,OriginalityAI,NA,GPT3,651
AI,Human,Sapling,NA,GPT4,471
AI,AI,Quil,NA,GPT4,251
Human,Human,OriginalityAI,Yes,Human,812
Human,Human,Sapling,Yes,Human,247
AI,Human,GPTZero,NA,GPT4,622
Human,Human,ZeroGPT,Yes,Human,195
AI,AI,HFOpenAI,NA,GPT4,697
AI,AI,Sapling,NA,GPT3,589
Human,Human,Crossplag,Yes,Human,751
Human,Human,GPTZero,Yes,Human,164
AI,Human,Sapling,NA,GPT4,285
AI,AI,OriginalityAI,NA,GPT3,576
AI,Human,GPTZero,NA,GPT4,679
Human,Human,HFOpenAI,Yes,Human,733
Human,Human,ZeroGPT,Yes,Human,741
AI,AI,GPTZero,NA,GPT4,114
Human,AI,Sapling,No,Human,350
Human,Human,Crossplag,No,Human,415
Human,Human,Crossplag,Yes,Human,902
AI,Human,Sapling,NA,GPT4,503
Human,AI,HFOpenAI,Yes,Human,781
AI,Human,Crossplag,NA,GPT3,508
AI,Human,HFOpenAI,NA,GPT3,382
Human,Human,GPTZero,Yes,Human,97
Human,Human,HFOpenAI,Yes,Human,764
AI,Human,Crossplag,NA,GPT4,519
Human,Human,Quil,No,Human,333
AI,AI,Sapling,NA,GPT3,315
AI,Human,HFOpenAI,NA,GPT4,80
Human,Human,Quil,Yes,Human,888
AI,AI,OriginalityAI,NA,GPT4,551
Human,Human,OriginalityAI,Yes,Human,860
AI,Human,GPTZero,NA,GPT3,535
AI,AI,ZeroGPT,NA,GPT3,538
AI,Human,Sapling,NA,GPT3,22
Human,AI,GPTZero,No,Human,467
AI,Human,HFOpenAI,NA,GPT3,19
AI,Human,GPTZero,NA,GPT3,704
AI,Human,GPTZero,NA,GPT3,666
AI,AI,HFOpenAI,NA,GPT4,399
Human,Human,Crossplag,No,Human,276
AI,AI,GPTZero,NA,GPT4,106
AI,Human,HFOpenAI,NA,GPT4,458
AI,AI,Sapling,NA,GPT4,134
Human,AI,Quil,No,Human,332
Human,Human,ZeroGPT,No,Human,338
Human,Human,GPTZero,Yes,Human,174
AI,Human,Sapling,NA,GPT4,239
AI,Human,HFOpenAI,NA,GPT3,60
Human,Human,Sapling,Yes,Human,212
Human,Human,Crossplag,Yes,Human,777
AI,Human,ZeroGPT,NA,GPT4,718
Human,Human,OriginalityAI,Yes,Human,247
AI,Human,Crossplag,NA,GPT4,699
AI,Human,HFOpenAI,NA,GPT3,203
AI,Human,OriginalityAI,NA,GPT4,502
AI,Human,Crossplag,NA,GPT3,631
Human,Human,OriginalityAI,Yes,Human,734
AI,Human,ZeroGPT,NA,GPT4,118
Human,Human,Sapling,Yes,Human,313
Human,Human,ZeroGPT,Yes,Human,209
AI,Human,OriginalityAI,NA,GPT4,298
Human,Human,HFOpenAI,Yes,Human,243
Human,Human,HFOpenAI,Yes,Human,807
AI,AI,OriginalityAI,NA,GPT4,134
AI,AI,OriginalityAI,NA,GPT3,566
AI,Human,Sapling,NA,GPT4,124
AI,Human,Quil,NA,GPT4,305
Human,Human,OriginalityAI,No,Human,75
Human,Human,Crossplag,Yes,Human,195
AI,Human,Quil,NA,GPT4,244
Human,Human,OriginalityAI,Yes,Human,396
Human,Human,Sapling,Yes,Human,107
Human,Human,Crossplag,Yes,Human,77
AI,AI,Sapling,NA,GPT4,53
Human,Human,GPTZero,Yes,Human,840
AI,Human,Quil,NA,GPT3,387
AI,AI,ZeroGPT,NA,GPT4,922
AI,Human,Crossplag,NA,GPT3,3
AI,Human,ZeroGPT,NA,GPT4,925
AI,Human,ZeroGPT,NA,GPT3,74
AI,Human,OriginalityAI,NA,GPT4,484
Human,Human,ZeroGPT,Yes,Human,853
Human,Human,Quil,Yes,Human,48
Human,Human,OriginalityAI,Yes,Human,177
Human,Human,GPTZero,No,Human,497
AI,Human,OriginalityAI,NA,GPT4,509
Human,Human,Crossplag,Yes,Human,879
AI,Human,Crossplag,NA,GPT3,31
AI,AI,Sapling,NA,GPT4,231
AI,Human,Quil,NA,GPT3,595
Human,AI,OriginalityAI,No,Human,901
AI,Human,OriginalityAI,NA,GPT4,357
AI,Human,GPTZero,NA,GPT4,291
Human,Human,Sapling,Yes,Human,177
Human,Human,Crossplag,Yes,Human,736
Human,Human,HFOpenAI,No,Human,333
AI,AI,OriginalityAI,NA,GPT4,394
AI,AI,OriginalityAI,NA,GPT4,109
AI,Human,ZeroGPT,NA,GPT4,488
Human,AI,Crossplag,No,Human,900
Human,Human,ZeroGPT,No,Human,908
AI,Human,ZeroGPT,NA,GPT4,232
Human,Human,ZeroGPT,Yes,Human,412
AI,Human,GPTZero,NA,GPT4,410
AI,Human,Quil,NA,GPT4,914
AI,Human,HFOpenAI,NA,GPT4,312
AI,AI,Sapling,NA,GPT4,360
AI,Human,Sapling,NA,GPT4,625
AI,Human,Quil,NA,GPT4,658
AI,AI,GPTZero,NA,GPT3,565
Human,AI,Quil,No,Human,275
AI,Human,Quil,NA,GPT3,619
AI,Human,GPTZero,NA,GPT4,560
Human,Human,ZeroGPT,Yes,Human,825
Human,Human,ZeroGPT,Yes,Human,750
AI,AI,Crossplag,NA,GPT4,166
Human,Human,HFOpenAI,Yes,Human,98
AI,Human,Crossplag,NA,GPT4,492
AI,Human,HFOpenAI,NA,GPT4,724
AI,Human,OriginalityAI,NA,GPT4,556
Human,Human,ZeroGPT,Yes,Human,861
AI,Human,GPTZero,NA,GPT4,682
Human,Human,GPTZero,No,Human,418
AI,Human,OriginalityAI,NA,GPT4,660
Human,Human,Sapling,Yes,Human,142
AI,AI,ZeroGPT,NA,GPT4,103
AI,Human,GPTZero,NA,GPT3,637
AI,Human,Crossplag,NA,GPT4,715
AI,AI,Crossplag,NA,GPT3,34
Human,Human,HFOpenAI,No,Human,352
Human,AI,Sapling,No,Human,418
AI,Human,Quil,NA,GPT4,124
Human,Human,Crossplag,Yes,Human,851
AI,AI,GPTZero,NA,GPT4,367
AI,Human,HFOpenAI,NA,GPT4,54
AI,AI,HFOpenAI,NA,GPT3,676
Human,Human,ZeroGPT,Yes,Human,882
Human,AI,Quil,No,Human,293
AI,Human,Quil,NA,GPT4,253
AI,Human,Quil,NA,GPT4,895
AI,Human,OriginalityAI,NA,GPT4,288
Human,Human,Quil,Yes,Human,50
Human,Human,Crossplag,Yes,Human,240
AI,Human,Quil,NA,GPT4,234
AI,AI,Crossplag,NA,GPT4,126
Human,Human,Sapling,Yes,Human,133
AI,Human,HFOpenAI,NA,GPT3,524
AI,Human,Sapling,NA,GPT3,4
AI,Human,ZeroGPT,NA,GPT4,727
AI,Human,ZeroGPT,NA,GPT4,713
AI,AI,ZeroGPT,NA,GPT3,408
Human,Human,HFOpenAI,Yes,Human,145
AI,Human,HFOpenAI,NA,GPT3,64
AI,Human,HFOpenAI,NA,GPT4,557
Human,Human,Crossplag,Yes,Human,191
Human,Human,ZeroGPT,Yes,Human,753
AI,Human,ZeroGPT,NA,GPT3,41
AI,Human,Quil,NA,GPT3,6
Human,Human,ZeroGPT,No,Human,546
Human,Human,Crossplag,Yes,Human,111
AI,Human,Crossplag,NA,GPT3,211
AI,Human,ZeroGPT,NA,GPT4,239
AI,Human,GPTZero,NA,GPT3,631
Human,AI,Crossplag,No,Human,351
AI,Human,GPTZero,NA,GPT4,894
AI,Human,Quil,NA,GPT4,718
AI,Human,Crossplag,NA,GPT4,441
Human,Human,Sapling,No,Human,398
Human,Human,Sapling,Yes,Human,898
AI,Human,Crossplag,NA,GPT3,220
AI,Human,HFOpenAI,NA,GPT4,621
AI,Human,GPTZero,NA,GPT3,201
Human,AI,Quil,No,Human,262
Human,Human,ZeroGPT,Yes,Human,421
Human,Human,GPTZero,Yes,Human,761
Human,AI,GPTZero,No,Human,260
AI,AI,OriginalityAI,NA,GPT4,429
AI,Human,Crossplag,NA,GPT4,517
Human,Human,Quil,Yes,Human,405
AI,Human,Crossplag,NA,GPT4,172
AI,AI,ZeroGPT,NA,GPT3,381
Human,Human,Crossplag,Yes,Human,887
AI,Human,Sapling,NA,GPT4,414
Human,Human,HFOpenAI,Yes,Human,773
AI,Human,Quil,NA,GPT4,498
AI,Human,HFOpenAI,NA,GPT4,258
AI,Human,Crossplag,NA,GPT4,705
AI,AI,Quil,NA,GPT3,30
AI,Human,Sapling,NA,GPT3,893
Human,Human,GPTZero,Yes,Human,348
Human,Human,OriginalityAI,Yes,Human,127
Human,Human,OriginalityAI,Yes,Human,107
AI,AI,ZeroGPT,NA,GPT3,416
Human,Human,GPTZero,Yes,Human,790
AI,Human,GPTZero,NA,GPT4,552
AI,AI,HFOpenAI,NA,GPT4,103
Human,AI,Quil,No,Human,543
AI,Human,OriginalityAI,NA,GPT3,384
AI,AI,ZeroGPT,NA,GPT3,651
Human,Human,ZeroGPT,Yes,Human,314
Human,AI,Quil,No,Human,350
Human,Human,OriginalityAI,Yes,Human,73
AI,Human,Quil,NA,GPT3,647
Human,Human,HFOpenAI,No,Human,343
AI,Human,ZeroGPT,NA,GPT4,299
Human,Human,OriginalityAI,No,Human,263
AI,Human,Sapling,NA,GPT4,465
Human,Human,Crossplag,Yes,Human,821
AI,AI,Crossplag,NA,GPT4,394
Human,Human,OriginalityAI,Yes,Human,735
Human,Human,OriginalityAI,Yes,Human,821
AI,AI,OriginalityAI,NA,GPT3,903
AI,Human,Quil,NA,GPT3,588
Human,Human,ZeroGPT,Yes,Human,549
Human,Human,ZeroGPT,Yes,Human,219
AI,Human,Sapling,NA,GPT3,382
AI,Human,OriginalityAI,NA,GPT4,299
AI,Human,ZeroGPT,NA,GPT4,169
AI,Human,GPTZero,NA,GPT4,428
Human,Human,HFOpenAI,Yes,Human,740
Human,AI,Crossplag,No,Human,546
AI,Human,Crossplag,NA,GPT4,645
AI,AI,Crossplag,NA,GPT3,629
Human,Human,GPTZero,Yes,Human,237
AI,Human,Quil,NA,GPT4,238
Human,Human,Quil,Yes,Human,472
AI,Human,HFOpenAI,NA,GPT4,554
AI,Human,Sapling,NA,GPT3,33
AI,AI,ZeroGPT,NA,GPT3,39
Human,Human,HFOpenAI,Yes,Human,870
Human,Human,ZeroGPT,No,Human,196
AI,AI,ZeroGPT,NA,GPT4,250
Human,Human,Crossplag,No,Human,490
Human,Human,Crossplag,Yes,Human,130
Human,Human,GPTZero,Yes,Human,784
AI,AI,OriginalityAI,NA,GPT4,722
AI,AI,Crossplag,NA,GPT4,297
AI,Human,Quil,NA,GPT3,615
Human,Human,Quil,Yes,Human,86
AI,Human,Crossplag,NA,GPT4,717
Human,AI,GPTZero,No,Human,62
Human,Human,HFOpenAI,Yes,Human,188
Human,Human,GPTZero,Yes,Human,778
AI,Human,OriginalityAI,NA,GPT4,639
Human,Human,OriginalityAI,Yes,Human,88
AI,AI,Sapling,NA,GPT3,221
Human,AI,HFOpenAI,No,Human,304
AI,Human,ZeroGPT,NA,GPT3,692
AI,Human,Crossplag,NA,GPT3,66
Human,Human,Crossplag,Yes,Human,791
AI,Human,GPTZero,NA,GPT3,28
Human,AI,Sapling,No,Human,352
Human,Human,Sapling,Yes,Human,116
AI,Human,Crossplag,NA,GPT4,308
AI,Human,Crossplag,NA,GPT4,299
AI,Human,Crossplag,NA,GPT4,451
Human,AI,Crossplag,No,Human,350
Human,AI,Crossplag,Yes,Human,781
AI,AI,Sapling,NA,GPT3,563
Human,Human,ZeroGPT,Yes,Human,828
Human,Human,Crossplag,No,Human,274
AI,AI,Quil,NA,GPT3,35
AI,Human,Quil,NA,GPT4,695
Human,Human,Quil,No,Human,371
Human,Human,GPTZero,Yes,Human,176
AI,AI,Quil,NA,GPT3,569
Human,Human,GPTZero,Yes,Human,470
AI,Human,Quil,NA,GPT3,384
AI,Human,ZeroGPT,NA,GPT4,43
AI,Human,Crossplag,NA,GPT4,397
Human,AI,Sapling,No,Human,370
Human,AI,ZeroGPT,No,Human,249
Human,Human,HFOpenAI,Yes,Human,909
AI,Human,OriginalityAI,NA,GPT4,443
AI,Human,GPTZero,NA,GPT3,628
AI,AI,ZeroGPT,NA,GPT4,152
AI,Human,ZeroGPT,NA,GPT4,170
Human,AI,Quil,No,Human,301
AI,Human,OriginalityAI,NA,GPT3,529
AI,Human,HFOpenAI,NA,GPT4,664
AI,Human,Sapling,NA,GPT4,547
Human,AI,HFOpenAI,No,Human,544
Human,AI,OriginalityAI,No,Human,215
AI,Human,Crossplag,NA,GPT4,602
AI,Human,GPTZero,NA,GPT4,171
AI,AI,Quil,NA,GPT4,551
AI,AI,Quil,NA,GPT4,90
AI,Human,Crossplag,NA,GPT3,385
Human,Human,Sapling,Yes,Human,472
AI,AI,OriginalityAI,NA,GPT4,232
Human,Human,Crossplag,Yes,Human,800
AI,Human,Sapling,NA,GPT4,451
Human,AI,OriginalityAI,No,Human,403
AI,Human,HFOpenAI,NA,GPT4,723
Human,Human,ZeroGPT,Yes,Human,540
Human,Human,HFOpenAI,Yes,Human,247
Human,Human,Quil,Yes,Human,917
AI,AI,ZeroGPT,NA,GPT3,591
Human,Human,Crossplag,Yes,Human,472
AI,Human,HFOpenAI,NA,GPT4,558
AI,AI,Crossplag,NA,GPT3,907
AI,Human,OriginalityAI,NA,GPT4,287
AI,Human,Crossplag,NA,GPT3,24
AI,AI,HFOpenAI,NA,GPT3,579
AI,AI,Quil,NA,GPT3,577
Human,Human,Crossplag,Yes,Human,218
Human,Human,GPTZero,Yes,Human,177
AI,Human,Sapling,NA,GPT3,202
AI,Human,ZeroGPT,NA,GPT4,711
AI,AI,Quil,NA,GPT3,32
Human,Human,GPTZero,No,Human,525
Human,Human,Crossplag,Yes,Human,445
AI,AI,OriginalityAI,NA,GPT4,558
Human,Human,Sapling,Yes,Human,470
Human,Human,OriginalityAI,Yes,Human,181
AI,AI,Sapling,NA,GPT4,393
Human,Human,ZeroGPT,Yes,Human,810
Human,Human,Sapling,Yes,Human,180
Human,Human,ZeroGPT,Yes,Human,210
AI,AI,OriginalityAI,NA,GPT3,464
AI,Human,GPTZero,NA,GPT4,914
AI,Human,ZeroGPT,NA,GPT3,521
Human,Human,OriginalityAI,Yes,Human,840
AI,Human,GPTZero,NA,GPT3,464
AI,Human,Sapling,NA,GPT3,384
Human,Human,ZeroGPT,Yes,Human,819
AI,Human,HFOpenAI,NA,GPT3,587
AI,Human,Quil,NA,GPT4,440
AI,AI,GPTZero,NA,GPT3,65
AI,Human,OriginalityAI,NA,GPT4,339
Human,Human,ZeroGPT,Yes,Human,752
AI,Human,Sapling,NA,GPT4,437
AI,AI,ZeroGPT,NA,GPT3,17
Human,Human,ZeroGPT,Yes,Human,902
AI,Human,Quil,NA,GPT3,906
AI,Human,Crossplag,NA,GPT4,727
AI,AI,OriginalityAI,NA,GPT4,319
AI,Human,GPTZero,NA,GPT3,383
AI,Human,Quil,NA,GPT4,504
Human,Human,OriginalityAI,Yes,Human,833
Human,AI,Crossplag,No,Human,373
AI,Human,GPTZero,NA,GPT3,539
Human,Human,Sapling,Yes,Human,486
Human,Human,GPTZero,No,Human,373
Human,Human,OriginalityAI,Yes,Human,741
AI,Human,Quil,NA,GPT4,601
AI,AI,Quil,NA,GPT4,152
Human,Human,Quil,Yes,Human,432
Human,Human,ZeroGPT,Yes,Human,804
AI,Human,HFOpenAI,NA,GPT4,654
AI,AI,ZeroGPT,NA,GPT4,895
AI,Human,HFOpenAI,NA,GPT4,316
Human,Human,GPTZero,Yes,Human,843
AI,Human,Crossplag,NA,GPT4,440
AI,AI,ZeroGPT,NA,GPT3,435
Human,Human,Quil,No,Human,467
AI,Human,GPTZero,NA,GPT4,616
Human,Human,ZeroGPT,Yes,Human,88
Human,Human,Sapling,Yes,Human,191
AI,Human,ZeroGPT,NA,GPT4,716
Human,Human,OriginalityAI,Yes,Human,793
AI,Human,Quil,NA,GPT4,491
AI,AI,OriginalityAI,NA,GPT3,604
Human,Human,ZeroGPT,Yes,Human,799
AI,Human,ZeroGPT,NA,GPT4,726
Human,AI,OriginalityAI,Yes,Human,142
AI,AI,Quil,NA,GPT4,138
AI,Human,ZeroGPT,NA,GPT4,372
AI,Human,Sapling,NA,GPT4,100
AI,AI,HFOpenAI,NA,GPT3,478
AI,Human,ZeroGPT,NA,GPT4,178
AI,Human,OriginalityAI,NA,GPT4,358
Human,Human,HFOpenAI,Yes,Human,887
Human,Human,Crossplag,Yes,Human,855
Human,Human,GPTZero,Yes,Human,108
AI,AI,OriginalityAI,NA,GPT3,701
Human,Human,GPTZero,Yes,Human,157
Human,Human,Sapling,Yes,Human,45
AI,Human,OriginalityAI,NA,GPT4,266
Human,Human,HFOpenAI,No,Human,390
AI,AI,Crossplag,NA,GPT3,462
AI,AI,Sapling,NA,GPT3,631
Human,Human,GPTZero,Yes,Human,94
AI,AI,ZeroGPT,NA,GPT4,137
Human,Human,OriginalityAI,Yes,Human,803
Human,AI,Crossplag,No,Human,217
AI,Human,Sapling,NA,GPT4,680
AI,Human,Crossplag,NA,GPT4,616
Human,AI,Crossplag,No,Human,324
Human,Human,Crossplag,No,Human,910
Human,Human,GPTZero,Yes,Human,800
AI,AI,Sapling,NA,GPT3,510
Human,Human,OriginalityAI,No,Human,307
Human,Human,HFOpenAI,No,Human,453
AI,Human,Quil,NA,GPT4,506
AI,AI,OriginalityAI,NA,GPT4,228
Human,Human,GPTZero,Yes,Human,336
Human,Human,HFOpenAI,Yes,Human,831
Human,Human,ZeroGPT,Yes,Human,881
AI,AI,ZeroGPT,NA,GPT3,666
AI,Human,ZeroGPT,NA,GPT4,723
AI,Human,Crossplag,NA,GPT3,35
Human,AI,HFOpenAI,No,Human,373
Human,Human,OriginalityAI,Yes,Human,46
Human,Human,OriginalityAI,Yes,Human,243
AI,Human,Sapling,NA,GPT4,648
Human,Human,ZeroGPT,Yes,Human,117
AI,Human,HFOpenAI,NA,GPT4,513
AI,AI,ZeroGPT,NA,GPT3,37
Human,Human,HFOpenAI,Yes,Human,470
AI,AI,Sapling,NA,GPT4,425
AI,Human,Sapling,NA,GPT3,691
AI,Human,OriginalityAI,NA,GPT3,640
AI,AI,Sapling,NA,GPT3,684
AI,Human,GPTZero,NA,GPT4,129
Human,AI,ZeroGPT,No,Human,276
Human,Human,HFOpenAI,Yes,Human,548
AI,Human,ZeroGPT,NA,GPT4,84
AI,Human,Crossplag,NA,GPT3,507
AI,Human,Sapling,NA,GPT4,353
AI,Human,ZeroGPT,NA,GPT4,528
AI,Human,ZeroGPT,NA,GPT4,658
Human,AI,HFOpenAI,Yes,Human,817
Human,Human,HFOpenAI,Yes,Human,192
AI,Human,HFOpenAI,NA,GPT3,284
AI,AI,Crossplag,NA,GPT3,585
AI,Human,OriginalityAI,NA,GPT3,315
Human,Human,Crossplag,Yes,Human,757
AI,AI,Sapling,NA,GPT4,105
Human,AI,HFOpenAI,No,Human,431
AI,Human,OriginalityAI,NA,GPT4,392
AI,Human,GPTZero,NA,GPT4,639
Human,Human,HFOpenAI,Yes,Human,337
AI,AI,ZeroGPT,NA,GPT4,230
Human,AI,Sapling,No,Human,246
AI,Human,ZeroGPT,NA,GPT4,654
AI,Human,ZeroGPT,NA,GPT3,512
AI,Human,ZeroGPT,NA,GPT4,469
Human,Human,GPTZero,Yes,Human,856
AI,Human,Crossplag,NA,GPT4,911
AI,AI,HFOpenAI,NA,GPT3,385
Human,Human,ZeroGPT,Yes,Human,143
Human,Human,GPTZero,Yes,Human,294
Human,Human,Crossplag,Yes,Human,871
AI,Human,Quil,NA,GPT3,631
AI,Human,ZeroGPT,NA,GPT4,558
Human,Human,HFOpenAI,Yes,Human,819
Human,Human,ZeroGPT,Yes,Human,774
AI,AI,Crossplag,NA,GPT4,178
Human,Human,HFOpenAI,No,Human,497
Human,Human,OriginalityAI,Yes,Human,426
AI,Human,Crossplag,NA,GPT4,378
AI,Human,HFOpenAI,NA,GPT4,386
AI,Human,Quil,NA,GPT4,469
AI,AI,OriginalityAI,NA,GPT3,589
Human,Human,ZeroGPT,Yes,Human,142
Human,Human,OriginalityAI,No,Human,322
Human,Human,OriginalityAI,No,Human,374
Human,Human,Crossplag,Yes,Human,446
Human,Human,OriginalityAI,Yes,Human,337
AI,Human,OriginalityAI,NA,GPT3,9
Human,Human,HFOpenAI,Yes,Human,446
AI,AI,OriginalityAI,NA,GPT4,167
Human,Human,HFOpenAI,No,Human,910
AI,Human,ZeroGPT,NA,GPT3,14
Human,Human,Crossplag,No,Human,343
AI,Human,Crossplag,NA,GPT4,369
Human,Human,GPTZero,Yes,Human,866
Human,Human,Crossplag,Yes,Human,844
Human,Human,OriginalityAI,Yes,Human,829
AI,Human,Sapling,NA,GPT4,675
Human,Human,GPTZero,Yes,Human,805
AI,AI,HFOpenAI,NA,GPT3,577
AI,Human,HFOpenAI,NA,GPT3,580
AI,AI,OriginalityAI,NA,GPT3,64
AI,Human,Sapling,NA,GPT4,229
AI,Human,Crossplag,NA,GPT4,518
AI,AI,Crossplag,NA,GPT4,722
Human,Human,GPTZero,Yes,Human,331
AI,AI,ZeroGPT,NA,GPT4,100
Human,AI,Quil,No,Human,901
Human,Human,HFOpenAI,Yes,Human,191
AI,Human,HFOpenAI,NA,GPT4,509
AI,Human,GPTZero,NA,GPT4,658
AI,Human,ZeroGPT,NA,GPT4,635
Human,Human,Crossplag,Yes,Human,200
AI,AI,OriginalityAI,NA,GPT4,118
AI,AI,HFOpenAI,NA,GPT4,644
Human,AI,OriginalityAI,Yes,Human,881
Human,Human,GPTZero,Yes,Human,883
AI,AI,Crossplag,NA,GPT3,16
AI,Human,HFOpenAI,NA,GPT4,680
Human,Human,OriginalityAI,Yes,Human,874
AI,Human,ZeroGPT,NA,GPT4,140
AI,Human,GPTZero,NA,GPT3,385
AI,Human,OriginalityAI,NA,GPT3,586
Human,Human,Sapling,Yes,Human,237
AI,Human,Quil,NA,GPT3,893
AI,Human,Crossplag,NA,GPT4,353
AI,Human,HFOpenAI,NA,GPT4,649
AI,AI,Sapling,NA,GPT3,572
AI,AI,ZeroGPT,NA,GPT4,427
AI,AI,Sapling,NA,GPT4,197
AI,Human,ZeroGPT,NA,GPT4,154
AI,Human,ZeroGPT,NA,GPT4,159
Human,Human,Quil,No,Human,260
AI,Human,ZeroGPT,NA,GPT4,616
Human,AI,Sapling,No,Human,267
AI,Human,Crossplag,NA,GPT3,33
AI,AI,ZeroGPT,NA,GPT3,30
AI,AI,Quil,NA,GPT4,169
Human,Human,HFOpenAI,No,Human,924
AI,AI,ZeroGPT,NA,GPT4,90
Human,Human,OriginalityAI,Yes,Human,844
AI,AI,Crossplag,NA,GPT3,596
AI,Human,HFOpenAI,NA,GPT4,655
AI,AI,Sapling,NA,GPT4,669
AI,Human,OriginalityAI,NA,GPT4,914
Human,Human,ZeroGPT,Yes,Human,916
AI,Human,Quil,NA,GPT3,532
Human,AI,HFOpenAI,Yes,Human,146
AI,Human,HFOpenAI,NA,GPT3,595
AI,Human,ZeroGPT,NA,GPT4,657
Human,Human,GPTZero,Yes,Human,51
AI,Human,Sapling,NA,GPT4,488
AI,Human,GPTZero,NA,GPT4,440
AI,Human,Crossplag,NA,GPT3,72
AI,Human,OriginalityAI,NA,GPT3,532
AI,Human,GPTZero,NA,GPT3,661
AI,AI,Sapling,NA,GPT3,508
AI,Human,OriginalityAI,NA,GPT3,384
Human,Human,Quil,Yes,Human,426
AI,Human,Sapling,NA,GPT4,57
AI,Human,ZeroGPT,NA,GPT3,6
Human,AI,Sapling,No,Human,342
AI,AI,Sapling,NA,GPT3,591
Human,Human,Crossplag,Yes,Human,909
Human,Human,HFOpenAI,Yes,Human,144
AI,Human,Crossplag,NA,GPT3,19
AI,Human,Quil,NA,GPT4,635
Human,Human,Quil,No,Human,460
AI,Human,Quil,NA,GPT3,368
AI,Human,HFOpenAI,NA,GPT4,231
AI,Human,Crossplag,NA,GPT4,578
AI,AI,GPTZero,NA,GPT3,893
Human,Human,GPTZero,Yes,Human,119
AI,Human,Quil,NA,GPT4,648
AI,Human,Crossplag,NA,GPT4,312
AI,Human,GPTZero,NA,GPT4,286
AI,Human,Quil,NA,GPT3,63
AI,Human,GPTZero,NA,GPT4,90
Human,Human,Sapling,Yes,Human,396
Human,Human,OriginalityAI,Yes,Human,195
AI,AI,Quil,NA,GPT3,435
AI,Human,ZeroGPT,NA,GPT4,131
Human,Human,HFOpenAI,Yes,Human,336
Human,Human,Sapling,Yes,Human,407
AI,Human,OriginalityAI,NA,GPT4,725
Human,AI,HFOpenAI,No,Human,325
AI,AI,OriginalityAI,NA,GPT4,91
Human,Human,OriginalityAI,Yes,Human,733
AI,AI,OriginalityAI,NA,GPT4,312
AI,Human,Crossplag,NA,GPT3,630
Human,Human,GPTZero,No,Human,908
AI,AI,OriginalityAI,NA,GPT3,672
Human,Human,Crossplag,Yes,Human,864
Human,Human,HFOpenAI,Yes,Human,212
AI,AI,Quil,NA,GPT4,160
Human,Human,GPTZero,Yes,Human,820
Human,AI,OriginalityAI,No,Human,267
AI,AI,OriginalityAI,NA,GPT3,204
AI,Human,GPTZero,NA,GPT4,156
AI,AI,ZeroGPT,NA,GPT3,10
AI,Human,HFOpenAI,NA,GPT3,3
AI,Human,OriginalityAI,NA,GPT3,731
Human,Human,ZeroGPT,Yes,Human,814
Human,Human,Quil,Yes,Human,548
AI,Human,Crossplag,NA,GPT4,360
AI,Human,OriginalityAI,NA,GPT3,508
Human,Human,ZeroGPT,Yes,Human,854
Human,Human,Crossplag,Yes,Human,783
AI,AI,Quil,NA,GPT3,575
Human,Human,OriginalityAI,Yes,Human,419
Human,Human,Crossplag,Yes,Human,758
AI,AI,ZeroGPT,NA,GPT4,679
AI,Human,Sapling,NA,GPT4,52
Human,Human,GPTZero,Yes,Human,59
AI,Human,GPTZero,NA,GPT3,586
Human,Human,GPTZero,Yes,Human,88
